StaffID,Name,Date Employed,Salary,Date of Birth,Gender,Department,Location,Rating
Stf772149,Novelia Pyffe,5/12/2012,62000,12/21/1994,Male,Finance,Kaduna,Good
Stf163977,Dare Tully,5/13/2012,21000,12/22/1990,Male,Business Development,Lagos,Not Rated
Stf669476,Lilyan Klimpt,5/14/2012,81000,12/24/1980,Male,Cxc,Lagos,Average
Stf522341,Jo-anne Gobeau,5/15/2012,49000,12/25/1976,Female,Training,Abuja,Good
Stf393086,Sheff Gerdts,5/16/2012,30000,12/27/1969,Male,Business Development,Lagos,Good
Stf683338,Florinda Crace,5/17/2012,26000,12/21/1995,Female,Sales,Abuja,Good
Stf961136,Dominic Ortler,5/18/2012,65000,12/25/1976,Female,Product,Abuja,Average
Stf496622,Cathrin Yanuk,5/19/2012,41000,12/26/1975,Male,Sales,Lagos,Very Poor
Stf882506,Austine Littlewood,5/20/2012,33000,12/24/1983,Female,Cxc,Abuja,Average
Stf248660,Alford Gerardi,5/21/2012,18000,12/25/1978,Female,Engineering,Lagos,Not Rated
Stf305238,Cullie Bourcq,5/22/2012,18000,12/21/1993,Female,Sales,Abuja,Good
Stf873676,Emanuel Beldan,5/23/2012,27000,12/20/1996,Male,Finance,Abuja,Average
Stf889969,Danica Nayshe,5/24/2012,18000,12/26/1975,Female,Cxc,Kaduna,Not Rated
Stf789582,Hildagard Reece,5/25/2012,25000,12/18/1989,Female,Cxc,Lagos,Average
Stf508374,Kai Ryder,5/26/2012,44000,12/26/1975,Female,Finance,Lagos,Average
Stf158922,Alfred Peplay,5/27/2012,12000,12/24/1980,Female,Human Resources,Kaduna,Not Rated
Stf766599,Jeannie Petracco,5/28/2012,39000,12/17/1988,Female,Engineering,Abuja,Average
Stf874805,Brad Gumb,5/29/2012,18000,12/18/1989,Male,Finance,Kaduna,Good
Stf353700,Bonnie Newland,5/30/2012,29000,12/24/1982,Male,,Abuja,Average
Stf471843,Reinald Franken,5/31/2012,15000,12/21/1995,Female,Engineering,Abuja,Very Good
Stf315081,Carolyn Attack,6/1/2012,97000,12/26/1972,Female,Marketing,Lagos,Good
Stf662092,Bogey Hitcham,6/2/2012,53000,12/23/1984,Male,Product,Abuja,Good
Stf550932,Naoma Cruse,6/3/2012,81000,12/17/1988,Male,Sales,Kaduna,Average
Stf795984,Oates Dinan,6/4/2012,20000,12/24/1983,Female,Sales,Lagos,Average
Stf139664,Daphne Francillo,6/5/2012,97000,12/19/1982,Male,Training,Lagos,Average
Stf548269,Kissiah Maydway,6/6/2012,28000,12/26/1972,Male,Finance,Lagos,Good
Stf586349,Trix Lutsch,6/7/2012,87000,12/18/1989,Male,Business Development,Lagos,Average
Stf128952,Carolin Fieldstone,6/8/2012,24000,12/25/1976,Female,Marketing,Kaduna,Average
Stf296157,Dulsea Folkes,6/9/2012,95000,12/24/1980,Female,Cxc,Abuja,Average
Stf719227,Corabel Luberto,6/10/2012,28000,12/20/1998,Female,Human Resources,Kaduna,Average
Stf972792,Nicola Kiely,6/11/2012,60000,12/25/1976,Female,Business Development,Kaduna,Average
Stf632417,Rey Chartman,6/12/2012,90000,12/21/1995,Female,Training,Kaduna,Poor
Stf741933,Israel Farndon,6/13/2012,47000,12/21/1992,Male,Marketing,Lagos,Average
Stf699914,Felipe Parkman,6/14/2012,78000,12/22/1991,Female,Training,Abuja,Very Good
Stf999667,Margit Kunze,6/15/2012,89000,12/18/1989,Male,Engineering,Abuja,Good
Stf882112,Oliy Feeney,6/16/2012,92000,12/21/1993,Female,Marketing,Lagos,Good
Stf885929,Sandie Anthonies,6/17/2012,63000,12/22/1990,Male,Legal,Kaduna,Average
Stf704346,Anni Dinse,6/18/2012,93000,12/19/1982,Male,Product,Lagos,Average
Stf982940,Gaultiero Have,6/19/2012,90000,12/21/1992,Male,Finance,Kaduna,Average
Stf817831,Corinna Griffiths,6/20/2012,71000,12/21/1993,Male,Safety,Kaduna,Good
Stf938643,Cherlyn Barter,6/21/2012,54000,12/26/1972,Female,Finance,Abuja,Good
Stf285598,Shea Mix,6/22/2012,26000,12/24/1982,Male,Sales,Lagos,Very Poor
Stf915140,Leonidas Cavaney,6/23/2012,55000,12/23/1986,Male,Finance,Kaduna,Very Poor
Stf393432,Tallie Chaikovski,6/24/2012,81000,12/22/1989,Male,Sales,Lagos,Average
Stf562134,Andria Kimpton,6/25/2012,80000,12/19/1970,Male,Product,Kaduna,Average
Stf585810,Rik Delete,6/26/2012,18000,12/19/1970,Female,Training,Kaduna,Good
Stf915360,Bill Luffman,6/27/2012,4000,12/25/1977,,,Abuja,Average
Stf926835,Codie Gaunson,6/28/2012,38000,12/18/1989,Male,Finance,Abuja,Poor
Stf220026,Kaine Padly,6/29/2012,7000,12/23/1987,Male,Sales,Abuja,Very Good
Stf286181,Freda Legan,6/30/2012,50000,12/20/1998,Female,Sales,Kaduna,Average
Stf779252,Hiram Merkle,7/1/2012,32000,12/22/1991,Male,Legal,Kaduna,Average
Stf150023,Christos Wintle,7/2/2012,77000,12/20/1998,Male,Engineering,Lagos,Good
Stf727505,Magnum Locksley,7/3/2012,50000,12/24/1983,Female,Cxc,Abuja,Not Rated
Stf556977,Adrianne Gave,7/4/2012,94000,12/25/1978,Male,Engineering,Lagos,Poor
Stf429035,Warner Carwithan,7/5/2012,62000,12/23/1986,Female,Safety,Kaduna,Good
Stf759039,Appolonia Snook,7/6/2012,92000,12/21/1992,Female,Cxc,Kaduna,Average
Stf101318,Alikee Jecock,7/7/2012,24000,12/27/1971,Female,Legal,Kaduna,Poor
Stf107522,Shay Chasney,7/8/2012,58000,12/25/1977,Male,Human Resources,Lagos,Average
Stf363487,Trey Jurges,7/9/2012,92000,12/20/1998,Female,Legal,Kaduna,Poor
Stf963992,Tracy Renad,7/10/2012,93000,12/23/1984,Female,Finance,Abuja,Average
Stf309776,Sarajane Peachey,7/11/2012,98000,12/20/1996,Female,Marketing,Abuja,Poor
Stf136206,Bili Sizey,7/12/2012,41000,12/22/1991,Male,Sales,Abuja,Average
Stf307951,Clement Penhearow,7/13/2012,48000,12/20/1999,Female,,Kaduna,Average
Stf339051,Shaun Kyrkeman,7/14/2012,55000,12/19/1970,Male,Product,Kaduna,Average
Stf522753,Leena Bruckshaw,7/15/2012,43000,12/22/1990,Male,Sales,Lagos,Average
Stf280480,Benni Simounet,7/16/2012,80000,12/21/1993,Male,Sales,Lagos,Very Poor
Stf564330,Kay Edling,7/17/2012,31000,12/20/1996,Male,Safety,Lagos,Average
Stf272450,Shayne Stegel,7/18/2012,66000,12/19/1982,Male,Business Development,Abuja,Very Good
Stf261683,Floyd Cowgill,7/19/2012,79000,12/22/1990,Male,Safety,Kaduna,Average
Stf866858,Claretta MacQuist,7/20/2012,2000,12/20/1999,Male,Human Resources,Abuja,Average
Stf661092,Inger Chapelhow,7/21/2012,70000,12/27/1970,Female,Sales,Abuja,Good
Stf816482,Brien Boise,7/22/2012,78000,12/27/1970,Female,Sales,Kaduna,Very Good
Stf749564,Pancho De Ortega,7/23/2012,29000,12/20/1998,Male,Safety,Kaduna,Very Good
Stf660915,Edd MacKnockiter,7/24/2012,72000,12/18/1989,Male,Finance,Lagos,Poor
Stf703265,Hobie Stockbridge,7/25/2012,70000,12/24/1980,Male,Engineering,Lagos,Good
Stf237506,Ludovika Plaice,7/26/2012,58000,12/22/1990,Male,Training,Kaduna,Not Rated
Stf860959,Odessa Pusill,7/27/2012,69000,12/18/1989,Female,,Lagos,Not Rated
Stf917291,Caro Hainsworth,7/28/2012,45000,12/27/1969,Male,Marketing,Kaduna,Good
Stf922442,Nicolis Winspire,7/29/2012,63000,12/24/1980,Male,Engineering,Lagos,Good
Stf865940,Niko MacGille,7/30/2012,36000,12/27/1969,Female,Engineering,Lagos,Average
Stf271988,Evanne Levens,7/31/2012,74000,12/19/1970,Male,Human Resources,Kaduna,Good
Stf429687,Trix Lutsch,8/1/2012,15000,12/23/1986,Male,Business Development,Abuja,Poor
Stf326777,Michale Rolf,8/2/2012,57000,12/20/1999,Male,Cxc,Lagos,Very Good
Stf546269,Cecilla Northen,8/3/2012,57000,12/23/1987,Male,Human Resources,Abuja,Average
Stf810338,Cyrillus Garci,8/4/2012,72000,12/27/1969,Male,Business Development,Lagos,Average
Stf480865,Dayle O'Luney,8/5/2012,64000,12/20/1996,Female,Sales,Lagos,Average
Stf750986,Gunar Cockshoot,8/6/2012,86000,12/19/1982,Male,Business Development,Abuja,Good
Stf287035,Silva Monte,8/7/2012,28000,12/21/1995,Male,Sales,Abuja,Poor
Stf605257,Hans Bucke,8/8/2012,92000,12/26/1972,Male,Legal,Kaduna,Very Poor
Stf792653,Elia Cockton,8/9/2012,14000,12/20/1996,Female,Safety,Kaduna,Average
Stf106349,Freddy Linford,8/10/2012,62000,12/22/1989,Female,Training,Kaduna,Poor
Stf210848,Gwenore Scotchmer,8/11/2012,73000,12/21/1995,Female,Business Development,Kaduna,Very Poor
Stf837556,Maggie Ruberti,8/12/2012,16000,12/24/1983,Male,Training,Kaduna,Not Rated
Stf875940,Desi Peniman,8/13/2012,77000,12/23/1986,Female,Legal,Kaduna,Average
Stf930708,Allyce Hincham,8/14/2012,23000,12/25/1978,Male,Business Development,Lagos,Average
Stf904377,Juanita Trembey,8/15/2012,79000,12/25/1978,,Business Development,Kaduna,Very Good
Stf789607,Lincoln Cord,8/16/2012,24000,12/25/1978,Female,Safety,Abuja,Very Good
Stf480675,Kerwin Blakely,8/17/2012,1000,12/23/1986,Male,Sales,Lagos,Poor
Stf938466,Granny Spencelayh,8/18/2012,82000,12/25/1979,Male,Legal,Abuja,Average
Stf268354,Collin Jagson,8/19/2012,45000,12/23/1987,Male,Cxc,Abuja,Poor
Stf995346,Monti Burdus,8/20/2012,52000,12/20/1998,Female,Human Resources,Abuja,Average
Stf945874,Konstantin Timblett,8/21/2012,27000,12/26/1975,Female,Training,Abuja,Average
Stf670592,Fax Scotland,8/22/2012,82000,12/24/1981,Female,Marketing,Abuja,Average
Stf267574,Isidora Guido,8/23/2012,38000,12/25/1976,Male,Engineering,Abuja,Very Good
Stf990271,Erv Havill,8/24/2012,35000,12/26/1972,Female,Finance,Abuja,Not Rated
Stf249611,Yoshiko Tamblingson,8/25/2012,32000,12/20/1997,Male,Sales,Kaduna,Good
Stf344613,Barri Teacy,8/26/2012,39000,12/18/1989,Female,Finance,Lagos,Average
Stf180895,Alisha Bloschke,8/27/2012,35000,12/22/1988,,Product,Abuja,Average
Stf661443,Jerrilee Maginot,8/28/2012,59000,12/26/1973,Male,Business Development,Kaduna,Average
Stf659027,Adi Seawright,8/29/2012,83000,12/27/1971,Female,Marketing,Kaduna,Very Poor
Stf304623,Eward Astlett,8/30/2012,98000,12/26/1973,Male,Engineering,Lagos,Average
Stf651236,Chauncey Schild,8/31/2012,80000,12/25/1978,Female,Safety,Lagos,Very Good
Stf697485,Larissa Ingledow,9/1/2012,15000,12/20/1999,Male,Sales,Kaduna,Not Rated
Stf180321,Orton Livick,9/2/2012,87000,12/19/1982,Male,Cxc,Abuja,Not Rated
Stf571274,Jolynn Edkins,9/3/2012,79000,12/20/1996,Female,Safety,Kaduna,Average
Stf535581,Beverie Moffet,9/4/2012,30000,12/22/1990,Female,Safety,Kaduna,Average
Stf338582,Katey Cadany,9/5/2012,40000,12/20/1997,Male,Cxc,Abuja,Very Poor
Stf208758,Alida Welman,9/6/2012,38000,12/22/1988,Male,Human Resources,Lagos,Poor
Stf391785,Nicole Blowfelde,9/7/2012,29000,12/18/1989,Female,Training,Kaduna,Very Good
Stf954973,Kelley Rounds,9/8/2012,5000,12/24/1981,Female,Engineering,Kaduna,Average
Stf526482,Felice McMurty,9/9/2012,79000,12/20/1996,Female,Product,Abuja,Not Rated
Stf578664,Layton Kierans,9/10/2012,71000,12/25/1977,Male,Human Resources,Kaduna,Very Poor
Stf489933,Hedwiga Ingarfield,9/11/2012,73000,12/18/1989,Female,Legal,Kaduna,Average
Stf344521,Frasquito Mosley,9/12/2012,41000,12/20/1998,,Safety,Abuja,Not Rated
Stf754496,Amandy Jope,9/13/2012,22000,12/27/1971,Male,Finance,Abuja,Average
Stf913427,Tarrah Wordsworth,9/14/2012,10000,12/26/1973,Female,Product,Abuja,Poor
Stf816062,Fairfax Wallsam,9/15/2012,60000,12/24/1982,,Sales,Abuja,Average
Stf303394,Chelsea Itzak,9/16/2012,36000,12/20/1996,Male,Safety,Kaduna,Average
Stf417497,Craggie Whistlecraft,9/17/2012,67000,12/23/1985,Male,Product,Abuja,Average
Stf175499,Faina Durand,9/18/2012,17000,12/20/1999,Male,Sales,Kaduna,Very Poor
Stf997075,Joella Maevela,9/19/2012,18000,12/23/1987,Female,Sales,Kaduna,Good
Stf644825,Virginia McConville,9/20/2012,6000,12/23/1984,Female,Human Resources,Abuja,Very Good
Stf161920,Candy Aindrais,9/21/2012,59000,12/18/1989,Female,Business Development,Lagos,Very Good
Stf716393,Allene Gobbet,9/22/2012,44000,12/19/1970,Female,Engineering,Abuja,Average
Stf786439,Ruthanne Beadnell,9/23/2012,100000,12/26/1975,Female,Finance,Kaduna,Poor
Stf746108,Ruthanne Beadnell,9/24/2012,25000,12/19/1982,Female,Finance,Kaduna,Poor
Stf535764,Damien Netley,9/25/2012,45000,12/19/1982,Male,Engineering,Abuja,Good
Stf626686,Rasia Fryatt,9/26/2012,80000,12/23/1986,Female,Human Resources,Lagos,Not Rated
Stf514184,Bev Lashley,9/27/2012,36000,12/26/1973,Male,Business Development,Kaduna,Very Good
Stf898601,Curtice Advani,9/28/2012,86000,12/26/1973,Male,Product,Lagos,Good
Stf638588,Madge McCloughen,9/29/2012,26000,12/25/1977,,Training,Kaduna,Poor
Stf486016,Frasier Straw,9/30/2012,6000,12/19/1982,Male,Business Development,Lagos,Very Good
Stf636901,Dean Biggam,10/1/2012,82000,12/23/1986,Female,Training,Abuja,Poor
Stf957724,Anni Dinse,10/2/2012,45000,12/24/1983,Male,Product,Lagos,Very Poor
Stf371517,Husein Augar,10/3/2012,3000,12/26/1973,Female,Marketing,Kaduna,Very Good
Stf213084,Shaylyn Ransbury,10/4/2012,40000,12/22/1990,Female,Safety,Abuja,Poor
Stf387744,Christoph Stretton,10/5/2012,73000,12/26/1972,Female,Business Development,Abuja,Very Good
Stf792960,Jordain Cyster,10/6/2012,70000,12/20/1999,Female,Engineering,Kaduna,Poor
Stf887236,Malory Biles,10/7/2012,29000,12/25/1979,Female,Training,Kaduna,Not Rated
Stf415655,Adey Ryal,10/8/2012,91000,12/23/1984,Female,Legal,Lagos,Average
Stf415655,Adey Ryal,10/8/2012,91000,12/23/1987,Female,Legal,Lagos,Not Rated
Stf737853,Sophia Reynolds,10/10/2012,96000,12/24/1982,Female,,Ondo,Very Good
Stf539992,Gabriella Graham,10/11/2012,57000,12/22/1991,Female,Safety,Ogun,Good
Stf140553,Isabella Marshall,10/12/2012,4000,12/21/1992,Female,Business Development,Abuja,Poor
Stf389240,Lila Knight,10/13/2012,100000,12/19/1982,Female,Engineering,Enugu,Very Good
Stf240010,Emily Wobg,10/14/2012,70000,12/24/1983,Female,Training,Abuuja,Poor
Stf735596,Chloe Chong,10/15/2012,93000,12/22/1990,Female,Legal,Niger,Very Poor
Stf923668,Ava Flores,10/16/2012,17000,12/24/1981,Female,Legal,Abuja,Very Good
Stf639014,Samantha Martinex,10/17/2012,36000,12/19/1982,Female,,Abujaaa,Poor
Stf111102,Stella Brown,10/18/2012,3000,12/18/1989,Female,Safety,Abbuja,Very Good
Stf981421,Penelope Hill,10/19/2012,46000,12/19/1982,Female,Business Development,Abbuja,Poor
Stf939952,Olivia Campbell,10/20/2012,3000,12/24/1983,Female,Engineering,Abbuja,Not Rated
Stf515156,Grace Anyawu,10/21/2012,14000,12/27/1969,Female,Training,Abbuja,Average
Stf276861,Amanda Samuel,10/22/2012,21000,12/24/1982,Female,Legal,Abbuja,Not Rated
Stf236404,Favour Ocha,10/23/2012,73000,12/19/1982,Female,Legal,Abbuja,Not Rated
Stf853417,Grace Ekpo,10/24/2012,27000,12/23/1986,Female,,Abbuja,Average
Stf783634,Sandra Okon,10/25/2012,100000,12/24/1982,Female,Safety,Abbuja,Average
Stf227083,Mary Stephen,10/26/2012,15000,12/21/1994,Female,Business Development,Abbuja,Very Good
Stf961041,Mia Patel,10/27/2012,35000,12/19/1982,Male,Engineering,Abbuja,Average
Stf667140,Daniel Adamu,10/28/2012,92000,12/18/1989,Male,Training,Abbuja,Poor
Stf986977,Daniel Adams,10/29/2012,36000,12/21/1992,Male,Legal,Abbuja,Very Good
Stf365623,Peter Job,10/30/2012,87000,12/25/1977,Male,Legal,Abbuja,Average
Stf567394,Philip Badmus,10/31/2012,45000,12/17/1988,Male,,Abbuja,Average
Stf173259,Chris Hill,11/1/2012,89000,12/18/1989,Male,Safety,Abbuja,Good
Stf794276,Tony Mike,11/2/2012,92000,12/27/1969,Male,Business Development,Abbuja,Average
Stf660403,Sam job,11/3/2012,6000,12/26/1974,Male,Engineering,Abbuja,Poor
Stf869085,Promise Patrick,11/4/2012,16000,12/22/1991,Male,Training,Abbuja,Average
Stf302977,Sam Paul,11/5/2012,51000,12/23/1985,Male,Legal,Abbuja,Good
Stf451187,Ekong Etim,11/6/2012,13000,12/20/1997,Male,Legal,Abbuja,Average
Stf193405,Basil James,11/7/2012,55000,12/19/1982,Male,,Abbuja,Very Poor
Stf431300,,11/8/2012,13000,12/23/1985,Male,Safety,Abbuja,Good
Stf876555,John Doe,11/9/2012,98000,12/25/1976,,Business Development,,Not Rated
Stf329925,Jason White,11/10/2012,72000,12/25/1977,Maale,Engineering,,Poor
Stf310673,Kelvin Walker,11/11/2012,78000,12/23/1986,Malle,Training,,Good
Stf420787,Pet James,11/12/2012,2000,12/22/1989,M@le,Legal,,Very Good
Stf153321,Sani Salami,11/13/2012,88000,12/22/1990,M@le,Legal,,Poor
Stf479270,Dave Timi,11/14/2012,17000,12/19/1970,M@le,,,Average
Stf572316,Michael Park,11/15/2012,36000,12/24/1982,M@le,Safety,,Good
Stf555856,Tyler breeze,11/16/2012,3000,12/22/1990,M@le,Business Development,,Good
Stf681664,Thomas  King,11/17/2012,71000,12/19/1982,M@le,Engineering,,Good
Stf174563,Promise Patrick,11/18/2012,24000,12/23/1987,M@le,Training,,Average
Stf102502,Sam Paul,11/19/2012,53000,12/20/1997,M@le,Legal,,Very Poor
Stf456381,Ekong Etim,11/20/2012,36000,12/25/1979,M@le,Legal,,Good
Stf749033,Basil James,11/21/2012,33000,12/18/1989,M@le,,,Average
Stf167710,,11/22/2012,44000,12/21/1995,M@le,Safety,,Average
Stf739465,John Doe,11/23/2012,67000,12/27/1969,M@le,Business Development,,Average
Stf993798,Jason White,11/24/2012,70000,12/26/1973,M@le,Engineering,,Average
Stf231944,Kelvin Walker,11/25/2012,51000,12/19/1970,M@le,Training,,Average
Stf437177,Pet James,11/26/2012,55000,12/22/1991,M@le,Legal,,Good
Stf285499,Sani Salami,11/27/2012,82000,12/23/1986,M@le,Legal,,Poor
Stf241103,Dave Timi,11/28/2012,80000,12/21/1995,M@le,,,Very Good
Stf145972,Michael Park,11/29/2012,42000,12/20/1999,M@le,Safety,,Good
Stf637993,Tyler breeze,11/30/2012,14000,12/26/1972,M@le,Business Development,,Not Rated
Stf156962,Thomas  King,12/1/2012,12000,12/23/1987,M@le,Engineering,,Average
Stf222859,Promise Patrick,12/2/2012,90000,12/26/1974,M@le,Training,,Good
Stf395757,Sam Paul,12/3/2012,8000,12/25/1979,M@le,Legal,,Good
Stf551750,Ekong Etim,12/4/2012,2000,12/21/1993,M@le,Legal,,Good
Stf434274,Basil James,12/5/2012,39000,12/24/1982,M@le,,,Average
Stf165187,,12/6/2012,27000,12/18/1989,M@le,Safety,,Very Poor
Stf224998,John Doe,12/7/2012,95000,12/25/1977,M@le,Business Development,,Average
Stf536602,Jason White,12/8/2012,76000,12/24/1982,M@le,Engineering,,Not Rated
Stf311916,Kelvin Walker,12/9/2012,57000,12/22/1991,M@le,Training,,Good
Stf545774,Pet James,12/10/2012,67000,12/18/1989,M@le,Legal,,Average
Stf466460,Sani Salami,12/11/2012,34000,12/22/1991,M@le,Legal,,Not Rated
Stf177266,Dave Timi,12/12/2012,22000,12/18/1989,M@le,,,Average
Stf348435,Michael Park,12/13/2012,24000,12/23/1984,M@le,Safety,,Average
Stf843867,Tyler breeze,12/14/2012,90000,12/25/1979,M@le,Business Development,,Not Rated
Stf391968,Thomas  King,12/15/2012,98000,12/19/1970,M@le,Engineering,,Average
Stf535022,Promise Patrick,12/16/2012,100000,12/19/1982,M@le,Training,,Good
Stf216438,Sam Paul,12/17/2012,13000,12/24/1982,M@le,Legal,,Average
Stf890277,Ekong Etim,12/18/2012,28000,12/19/1982,M@le,Legal,,Very Good
Stf862413,Basil James,12/19/2012,48000,12/23/1985,M@le,,,Good
Stf997711,,12/20/2012,99000,12/18/1989,M@le,Safety,,Good
Stf952593,John Doe,12/21/2012,61000,12/20/1999,M@le,Business Development,,Average
Stf417377,Jason White,12/22/2012,11000,12/23/1985,M@le,Engineering,,Average
Stf277744,Kelvin Walker,12/23/2012,83000,12/24/1982,M@le,Training,,Average
Stf629737,Pet James,12/24/2012,83000,12/26/1975,M@le,Legal,,Good
Stf907635,Sani Salami,12/25/2012,19000,12/25/1976,M@le,Legal,,Average
Stf409102,Dave Timi,12/26/2012,25000,12/21/1995,M@le,,,Average
Stf426976,Michael Park,12/27/2012,93000,12/21/1995,M@le,Safety,,Average
Stf422067,Tyler breeze,12/28/2012,43000,12/21/1994,M@le,Business Development,,Average
Stf696357,Thomas  King,12/29/2012,1000,12/18/1989,M@le,Engineering,,Average
Stf850951,Promise Patrick,12/30/2012,55000,12/25/1978,M@le,Training,,Poor
Stf638184,Sam Paul,12/31/2012,5000,12/19/1970,M@le,Legal,,Average
Stf142231,Ekong Etim,1/1/2013,46000,12/23/1985,M@le,Legal,,Very Good
Stf947617,Basil James,1/2/2013,36000,12/20/1996,M@le,,,Good
Stf279984,,1/3/2013,37000,12/23/1987,M@le,Safety,,Good
Stf928508,John Doe,1/4/2013,37000,12/22/1988,M@le,Business Development,,Average
Stf584321,Jason White,1/5/2013,87000,12/18/1989,M@le,Engineering,,Average
Stf954336,Kelvin Walker,1/6/2013,18000,12/20/1996,M@le,Training,,Average
Stf734825,Pet James,1/7/2013,11000,12/19/1970,M@le,Legal,,Good
Stf654148,Sani Salami,1/8/2013,45000,12/21/1993,M@le,Legal,,Good
Stf418990,Dave Timi,1/9/2013,36000,12/21/1995,M@le,,,Very Poor
Stf923494,Michael Park,1/10/2013,52000,12/21/1994,M@le,Safety,,Very Poor
Stf105658,Tyler breeze,1/11/2013,67000,12/23/1986,M@le,Business Development,,Average
Stf760368,Thomas  King,1/12/2013,74000,12/24/1981,M@le,Engineering,,Average
Stf243455,Promise Patrick,1/13/2013,90000,12/25/1979,M@le,Training,,Good
Stf626139,Sam Paul,1/14/2013,10000,12/18/1989,M@le,Legal,,Average
Stf684232,Ekong Etim,1/15/2013,96000,12/22/1991,M@le,Legal,,Poor
Stf631494,Basil James,1/16/2013,9000,12/26/1975,M@le,,,Very Good
Stf331497,,1/17/2013,24000,12/23/1984,M@le,Safety,,Average
Stf747376,John Doe,1/18/2013,78000,12/25/1976,M@le,Business Development,,Average
Stf613857,Jason White,1/19/2013,41000,12/26/1972,M@le,Engineering,,Good
Stf340916,Kelvin Walker,1/20/2013,22000,12/20/1999,M@le,Training,,Not Rated
Stf183455,Pet James,1/21/2013,37000,12/26/1972,M@le,Legal,,Poor
Stf636376,Sani Salami,1/22/2013,4000,12/19/1982,M@le,Legal,,Good
Stf639407,Dave Timi,1/23/2013,48000,12/27/1971,M@le,,,Average
Stf201083,Michael Park,1/24/2013,27000,12/25/1978,M@le,Safety,Abuja,Poor
Stf776236,Tyler breeze,1/25/2013,7000,12/24/1980,M@le,Business Development,Ogun,Average
Stf556371,Thomas  King,1/26/2013,51000,12/21/1993,M@le,Engineering,Ogun,Poor
Stf957316,Promise Patrick,1/27/2013,13000,12/26/1975,M@le,Training,Ogun,Average
Stf313511,Sam Paul,1/28/2013,25000,12/20/1998,M@le,Legal,Ogun,Poor
Stf513305,Ekong Etim,1/29/2013,36000,12/25/1979,M@le,Legal,Ogun,Average
Stf334656,Basil James,1/30/2013,48000,12/18/1989,M@le,,Ogun,Average
Stf765584,,1/31/2013,34000,12/25/1977,M@le,Safety,Ogun,Average
Stf118774,John Doe,2/1/2013,57000,12/18/1989,M@le,Business Development,Ogun,Average
Stf174693,Jason White,2/2/2013,6000,12/25/1978,M@le,Engineering,Ogun,Very Poor
Stf712589,Kelvin Walker,2/3/2013,35000,12/22/1991,M@le,Training,Ogun,Average
Stf513770,Pet James,2/4/2013,61000,12/21/1995,M@le,Legal,Ogun,Very Good
Stf646513,Sani Salami,2/5/2013,51000,12/23/1985,M@le,Legal,Ogun,Average
Stf666990,Dave Timi,2/6/2013,22000,12/19/1970,M@le,,Ogun,Average
Stf195589,Michael Park,2/7/2013,17000,12/18/1989,M@le,Safety,Ogun,Good
Stf552998,Tyler breeze,2/8/2013,44000,12/26/1974,M@le,Business Development,Ogun,Very Good
Stf465427,Thomas  King,2/9/2013,77000,12/23/1986,M@le,Engineering,Ogun,Very Good
Stf773350,Promise Patrick,2/10/2013,68000,12/22/1988,M@le,Training,Ogun,Poor
Stf903139,Sam Paul,2/11/2013,15000,12/19/1970,M@le,Legal,Ogun,Good
Stf685952,Ekong Etim,2/12/2013,87000,12/19/1982,M@le,Legal,Ogun,Not Rated
Stf633280,Basil James,2/13/2013,93000,12/26/1975,M@le,,Ogun,Not Rated
Stf303492,,2/14/2013,53000,12/26/1972,M@le,Safety,Ogun,Good
Stf918784,John Doe,2/15/2013,11000,12/19/1970,M@le,Business Development,Ogun,Good
Stf616882,Jason White,2/16/2013,93000,12/26/1975,M@le,Engineering,Ogun,Average
Stf646899,Kelvin Walker,2/17/2013,95000,12/24/1982,M@le,Training,Ogun,Good
Stf543694,Pet James,2/18/2013,63000,12/23/1985,M@le,Legal,Ogun,Poor
Stf140131,Sani Salami,2/19/2013,4000,12/22/1991,M@le,Legal,Ogun,Very Good
Stf401598,Dave Timi,2/20/2013,19000,12/26/1975,M@le,,Ogun,Average
Stf692173,Michael Park,2/21/2013,70000,12/21/1995,M@le,Safety,Ogun,Average
Stf206798,Tyler breeze,2/22/2013,13000,12/21/1993,M@le,Business Development,Ogun,Average
Stf728850,Thomas  King,2/23/2013,55000,12/20/1997,M@le,Engineering,Ogun,Good
Stf897472,Promise Patrick,2/24/2013,21000,12/18/1989,M@le,Training,Ogun,Poor
Stf294052,Sam Paul,2/25/2013,41000,12/23/1985,M@le,Legal,Ogun,Very Poor
Stf382208,Ekong Etim,2/26/2013,90000,12/20/1998,M@le,Legal,Ogun,Average
Stf360673,Basil James,2/27/2013,39000,12/27/1971,M@le,,Ogun,Poor
Stf613441,,2/28/2013,9000,12/23/1984,M@le,Safety,Ogun,Very Poor
Stf566550,John Doe,3/1/2013,24000,12/19/1970,M@le,Business Development,Ogun,Not Rated
Stf485891,Jason White,3/2/2013,11000,12/25/1977,M@le,Engineering,Ogun,Average
Stf775397,Kelvin Walker,3/3/2013,97000,12/26/1975,M@le,Training,Ogun,Average
Stf660002,Pet James,3/4/2013,94000,12/23/1984,M@le,Legal,Ogun,Very Good
Stf162744,Sani Salami,3/5/2013,72000,12/21/1995,M@le,Legal,Ogun,Very Good
Stf510376,Dave Timi,3/6/2013,69000,12/23/1984,M@le,,Ogun,Poor
Stf126877,Michael Park,3/7/2013,83000,12/18/1989,M@le,Safety,Ogun,Average
Stf699216,Tyler breeze,3/8/2013,36000,12/22/1990,M@le,Business Development,Ogun,Poor
