StaffID,Name,Date Employed,Month Employed,Month (Text),Day Employed,Year Employed,Salary,Date of Birth,Age,Age Groups,Gender,Department,Location,Rating
Stf684887,Barr Faughny,8/1/2011,8,Aug,1,2011,59000,12/23/1984,40,Adults (36 - 45),Female,Marketing,Abuja,Average
Stf813454,Farris Ditchfield,8/2/2011,8,Aug,2,2011,92000,12/24/1981,43,Adults (36 - 45),Male,Human Resources,Kaduna,Good
Stf786943,Gerald Caple,8/3/2011,8,Aug,3,2011,15000,12/24/1981,43,Adults (36 - 45),Male,Training,Kaduna,Good
Stf825540,Grier Kidsley,8/4/2011,8,Aug,4,2011,9000,12/25/1976,48,Middle Age (46 - 55),Female,Product,Abuja,Average
Stf415601,Yves Pawlik,8/5/2011,8,Aug,5,2011,83000,12/18/1989,35,Adults (36 - 45),Male,Finance,Abuja,Very Good
Stf367608,Korney Bockings,8/6/2011,8,Aug,6,2011,34000,12/17/1988,36,Adults (36 - 45),Male,Engineering,Lagos,Average
Stf968268,Stephan Bussel,8/7/2011,8,Aug,7,2011,97000,12/19/1970,54,Middle Age (46 - 55),Male,Sales,Kaduna,Average
Stf361134,Caron Pleven,8/8/2011,8,Aug,8,2011,27000,12/24/1983,41,Adults (36 - 45),Female,Human Resources,Abuja,Average
Stf215104,Jedd Moretto,8/9/2011,8,Aug,9,2011,66000,12/17/1988,36,Adults (36 - 45),Male,Safety,Kaduna,Very Good
Stf765196,Verney Sloegrave,8/10/2011,8,Aug,10,2011,85000,12/23/1984,40,Adults (36 - 45),Male,Sales,Kaduna,Average
Stf834959,Nerita Mycock,8/11/2011,8,Aug,11,2011,6000,12/24/1982,42,Adults (36 - 45),Male,Finance,Kaduna,Average
Stf674903,Mella Northam,8/12/2011,8,Aug,12,2011,40000,12/24/1983,41,Adults (36 - 45),Male,Safety,Kaduna,Not Rated
Stf276314,Thedrick Bothwell,8/13/2011,8,Aug,13,2011,2000,12/18/1989,35,Adults (36 - 45),Male,Business Development,Kaduna,Average
Stf444841,Georgianne Archbutt,8/14/2011,8,Aug,14,2011,84000,12/18/1989,35,Adults (36 - 45),Female,Cxc,Kaduna,Not Rated
Stf643216,Thorvald Milliken,8/15/2011,8,Aug,15,2011,96000,12/18/1989,35,Adults (36 - 45),Female,Business Development,Lagos,Good
Stf437502,Aileen McCritchie,8/16/2011,8,Aug,16,2011,17000,12/21/1992,32,Adults (36 - 45),Male,Business Development,Lagos,Average
Stf806215,Drusy MacCombe,8/17/2011,8,Aug,17,2011,97000,12/24/1982,42,Adults (36 - 45),Male,Training,Kaduna,Average
Stf896728,Cathyleen Hurch,8/18/2011,8,Aug,18,2011,20000,12/18/1989,35,Adults (36 - 45),Female,Sales,Lagos,Average
Stf438304,Jannel Labb,8/19/2011,8,Aug,19,2011,14000,12/21/1992,32,Adults (36 - 45),Female,Sales,Kaduna,Average
Stf246147,Cheryl Mantz,8/20/2011,8,Aug,20,2011,55000,12/20/1999,25,Adults (36 - 45),Male,Sales,Kaduna,Good
Stf675852,Madlen Ashburner,8/21/2011,8,Aug,21,2011,22000,12/21/1994,30,Adults (36 - 45),Male,Safety,Abuja,Very Good
Stf812607,Colly Littledike,8/22/2011,8,Aug,22,2011,87000,12/24/1983,41,Adults (36 - 45),Female,Cxc,Lagos,Average
Stf504547,Karyn Creeghan,8/23/2011,8,Aug,23,2011,44000,12/17/1988,36,Adults (36 - 45),Male,Engineering,Kaduna,Good
Stf374618,Edgard Irving,8/24/2011,8,Aug,24,2011,30000,12/22/1990,34,Adults (36 - 45),Other,Sales,Kaduna,Good
Stf570331,Cyril Medford,8/25/2011,8,Aug,25,2011,63000,12/22/1988,36,Adults (36 - 45),Female,Sales,Abuja,Average
Stf135787,Kikelia Ellor,8/26/2011,8,Aug,26,2011,26000,12/24/1981,43,Adults (36 - 45),Other,Engineering,Kaduna,Very Good
Stf915336,Dael Bugge,8/27/2011,8,Aug,27,2011,59000,12/20/1997,27,Adults (36 - 45),Male,Training,Lagos,Poor
Stf323257,Joyce Esel,8/28/2011,8,Aug,28,2011,39000,12/18/1989,35,Adults (36 - 45),Male,Sales,Kaduna,Average
Stf738823,Ferrell Skepper,8/29/2011,8,Aug,29,2011,69000,12/24/1981,43,Adults (36 - 45),Female,Sales,Kaduna,Average
Stf511141,Hannis January,8/30/2011,8,Aug,30,2011,83000,12/19/1982,42,Adults (36 - 45),Male,Business Development,Lagos,Not Rated
Stf183121,Pierson Measham,8/31/2011,8,Aug,31,2011,72000,12/18/1989,35,Adults (36 - 45),Male,Business Development,Kaduna,Good
Stf168967,Xylina Pargetter,9/1/2011,9,Sep,1,2011,62000,12/18/1989,35,Adults (36 - 45),Female,Legal,Kaduna,Average
Stf544561,Aretha Ettridge,9/2/2011,9,Sep,2,2011,2000,12/19/1970,54,Middle Age (46 - 55),Female,Finance,Abuja,Average
Stf335106,Joshia Farris,9/3/2011,9,Sep,3,2011,54000,12/23/1985,39,Adults (36 - 45),Female,Legal,Kaduna,Average
Stf209416,Cathi Delgardo,9/4/2011,9,Sep,4,2011,84000,12/21/1994,30,Adults (36 - 45),Male,Product,Abuja,Not Rated
Stf115216,Mabel Orrow,9/5/2011,9,Sep,5,2011,1000,12/20/1996,28,Adults (36 - 45),Male,Product,Abuja,Poor
Stf714838,Alexandros Rackley,9/6/2011,9,Sep,6,2011,91000,12/23/1985,39,Adults (36 - 45),Female,Legal,Kaduna,Not Rated
Stf605678,Mickie Dagwell,9/7/2011,9,Sep,7,2011,37000,12/26/1972,52,Middle Age (46 - 55),Male,Engineering,Abuja,Not Rated
Stf434796,Mariette Daymont,9/8/2011,9,Sep,8,2011,35000,12/21/1993,31,Adults (36 - 45),Female,Sales,Lagos,Not Rated
Stf942033,Win Arthurs,9/9/2011,9,Sep,9,2011,36000,12/22/1991,33,Adults (36 - 45),Female,Safety,Abuja,Very Good
Stf191013,Marni Jull,9/10/2011,9,Sep,10,2011,76000,12/18/1989,35,Adults (36 - 45),Female,Cxc,Abuja,Good
Stf872419,Sandy Cadden,9/11/2011,9,Sep,11,2011,82000,12/25/1977,47,Middle Age (46 - 55),Female,Legal,Lagos,Average
Stf988902,Wyn Treadger,9/12/2011,9,Sep,12,2011,56000,12/22/1988,36,Adults (36 - 45),Female,Business Development,Kaduna,Good
Stf856009,Marney O'Breen,9/13/2011,9,Sep,13,2011,73000,12/26/1972,52,Middle Age (46 - 55),Female,Product,Kaduna,Good
Stf178505,Westbrook Brandino,9/14/2011,9,Sep,14,2011,63000,12/21/1995,29,Adults (36 - 45),Male,Legal,Lagos,Poor
Stf586451,Sandi Labat,9/15/2011,9,Sep,15,2011,40000,12/23/1984,40,Adults (36 - 45),Male,Sales,Abuja,Average
Stf440433,Leilah Yesinin,9/16/2011,9,Sep,16,2011,15000,12/23/1986,38,Adults (36 - 45),Female,Sales,Kaduna,Not Rated
Stf440300,Lincoln Greatex,9/17/2011,9,Sep,17,2011,97000,12/20/1999,25,Adults (36 - 45),Male,Human Resources,Abuja,Average
Stf996797,Patti Dradey,9/18/2011,9,Sep,18,2011,71000,12/22/1990,34,Adults (36 - 45),Male,Cxc,Lagos,Average
Stf450460,Oona Donan,9/19/2011,9,Sep,19,2011,14000,12/18/1989,35,Adults (36 - 45),Female,Business Development,Lagos,Average
Stf747153,Burtie Moulden,9/20/2011,9,Sep,20,2011,69000,12/21/1995,29,Adults (36 - 45),Female,Cxc,Lagos,Poor
Stf404621,Mathian MacMeeking,9/21/2011,9,Sep,21,2011,16000,12/23/1986,38,Adults (36 - 45),Female,Cxc,Lagos,Average
Stf729434,Reg MacMichael,9/22/2011,9,Sep,22,2011,85000,12/27/1969,55,Middle Age (46 - 55),Male,Cxc,Kaduna,Average
Stf168695,Ignacius Losel,9/23/2011,9,Sep,23,2011,7000,12/26/1972,52,Middle Age (46 - 55),Male,Legal,Kaduna,Poor
Stf505890,Tonia Moules,9/24/2011,9,Sep,24,2011,17000,12/18/1989,35,Adults (36 - 45),Female,Business Development,Abuja,Good
Stf235253,Joey Keedwell,9/25/2011,9,Sep,25,2011,18000,12/18/1989,35,Adults (36 - 45),Female,Marketing,Kaduna,Poor
Stf174023,Clo Jimpson,9/26/2011,9,Sep,26,2011,1000,12/19/1970,54,Middle Age (46 - 55),Male,Legal,Abuja,Good
Stf696965,Bryant Scamp,9/27/2011,9,Sep,27,2011,77000,12/17/1988,36,Adults (36 - 45),Female,Human Resources,Kaduna,Average
Stf802530,Mick Titman,9/28/2011,9,Sep,28,2011,43000,12/19/1970,54,Middle Age (46 - 55),Male,Training,Lagos,Poor
Stf445037,Trudie Couch,9/29/2011,9,Sep,29,2011,14000,12/24/1981,43,Adults (36 - 45),Female,Legal,Lagos,Average
Stf592235,Cyndia Skedge,9/30/2011,9,Sep,30,2011,81000,12/21/1995,29,Adults (36 - 45),Male,Safety,Abuja,Average
Stf192644,Francoise Godbold,10/1/2011,10,Oct,1,2011,79000,12/19/1982,42,Adults (36 - 45),Male,Sales,Kaduna,Average
Stf262027,Staford Brood,10/2/2011,10,Oct,2,2011,72000,12/19/1982,42,Adults (36 - 45),Female,Not Specified,Kaduna,Good
Stf323376,Filmore Fitzhenry,10/3/2011,10,Oct,3,2011,94000,12/20/1996,28,Adults (36 - 45),Male,Human Resources,Kaduna,Not Rated
Stf559801,Berna Dubery,10/4/2011,10,Oct,4,2011,1000,12/25/1978,46,Middle Age (46 - 55),Male,Cxc,Kaduna,Very Poor
Stf764668,Gerrard Doorey,10/5/2011,10,Oct,5,2011,23000,12/25/1979,45,Middle Age (46 - 55),Male,Product,Abuja,Average
Stf898392,Hiram Merkle,10/6/2011,10,Oct,6,2011,19000,12/18/1989,35,Adults (36 - 45),Male,Legal,Kaduna,Not Rated
Stf186239,Zebulon Allmen,10/7/2011,10,Oct,7,2011,74000,12/22/1988,36,Adults (36 - 45),Other,Business Development,Abuja,Average
Stf916516,Kingsley Hagard,10/8/2011,10,Oct,8,2011,1000,12/26/1973,51,Middle Age (46 - 55),Male,Engineering,Kaduna,Average
Stf823533,My Hanscome,10/9/2011,10,Oct,9,2011,20000,12/24/1983,41,Adults (36 - 45),Male,Sales,Lagos,Average
Stf464703,Eldredge MacClure,10/10/2011,10,Oct,10,2011,36000,12/26/1972,52,Middle Age (46 - 55),Male,Legal,Kaduna,Average
Stf926154,Pauletta Falkus,10/11/2011,10,Oct,11,2011,47000,12/27/1970,54,Middle Age (46 - 55),Male,Sales,Kaduna,Average
Stf716238,Deck McCallion,10/12/2011,10,Oct,12,2011,35000,12/25/1976,48,Middle Age (46 - 55),Male,Sales,Abuja,Average
Stf931302,Miguel Woolner,10/13/2011,10,Oct,13,2011,31000,12/21/1995,29,Adults (36 - 45),Male,Training,Kaduna,Poor
Stf103098,Yolande O'Dare,10/14/2011,10,Oct,14,2011,66000,12/27/1971,53,Middle Age (46 - 55),Female,Finance,Abuja,Good
Stf862213,Kit Battlestone,10/15/2011,10,Oct,15,2011,32000,12/27/1971,53,Middle Age (46 - 55),Female,Sales,Abuja,Good
Stf376887,Glennis Fussen,10/16/2011,10,Oct,16,2011,20000,12/27/1971,53,Middle Age (46 - 55),Female,Sales,Kaduna,Good
Stf651596,Rhiamon Mollison,10/17/2011,10,Oct,17,2011,20000,12/18/1989,35,Adults (36 - 45),Female,Sales,Abuja,Average
Stf294778,Theresita Chasmer,10/18/2011,10,Oct,18,2011,90000,12/26/1973,51,Middle Age (46 - 55),Female,Product,Lagos,Average
Stf690071,Pippy Shepperd,10/19/2011,10,Oct,19,2011,24000,12/26/1975,49,Middle Age (46 - 55),Female,Finance,Kaduna,Very Good
Stf330446,Petronella Marusik,10/20/2011,10,Oct,20,2011,88000,12/21/1993,31,Adults (36 - 45),Male,Finance,Abuja,Average
Stf799602,Andria Kimpton,10/21/2011,10,Oct,21,2011,3000,12/22/1988,36,Adults (36 - 45),Male,Product,Abuja,Average
Stf410007,Jarad Barbrook,10/22/2011,10,Oct,22,2011,78000,12/21/1994,30,Adults (36 - 45),Female,Human Resources,Abuja,Very Poor
Stf331943,Dulsea Folkes,10/23/2011,10,Oct,23,2011,46000,12/24/1981,43,Adults (36 - 45),Female,Cxc,Lagos,Very Good
Stf572958,Herschel Wareham,10/24/2011,10,Oct,24,2011,37000,12/23/1987,37,Adults (36 - 45),Male,Cxc,Kaduna,Average
Stf292068,Skip Morkham,10/25/2011,10,Oct,25,2011,96000,12/19/1970,54,Middle Age (46 - 55),Female,Marketing,Kaduna,Average
Stf958111,Merrilee Plenty,10/26/2011,10,Oct,26,2011,40000,12/23/1984,40,Adults (36 - 45),Female,Sales,Abuja,Very Good
Stf286611,Dayle O'Luney,10/27/2011,10,Oct,27,2011,96000,12/23/1987,37,Adults (36 - 45),Female,Sales,Abuja,Good
Stf214532,Gray Seamon,10/28/2011,10,Oct,28,2011,75000,12/22/1991,33,Adults (36 - 45),Female,Business Development,Kaduna,Average
Stf197304,Krysta Elacoate,10/29/2011,10,Oct,29,2011,67000,12/25/1976,48,Middle Age (46 - 55),Male,Human Resources,Abuja,Very Poor
Stf437479,Abramo Labbez,10/30/2011,10,Oct,30,2011,74000,12/24/1980,44,Adults (36 - 45),Female,Sales,Lagos,Average
Stf279414,Faun Rickeard,10/31/2011,10,Oct,31,2011,100000,12/19/1982,42,Adults (36 - 45),Male,Product,Lagos,Average
Stf629338,Jamesy O'Ferris,11/1/2011,11,Nov,1,2011,77000,12/22/1991,33,Adults (36 - 45),Male,Finance,Kaduna,Average
Stf585182,Fanchon Furney,11/2/2011,11,Nov,2,2011,86000,12/19/1982,42,Adults (36 - 45),Male,Finance,Abuja,Average
Stf285561,Pate Beardsley,11/3/2011,11,Nov,3,2011,16000,12/20/1996,28,Adults (36 - 45),Male,Cxc,Lagos,Very Good
Stf612258,Grady Crosgrove,11/4/2011,11,Nov,4,2011,60000,12/21/1993,31,Adults (36 - 45),Other,Sales,Kaduna,Average
Stf505607,Darcy Brewitt,11/5/2011,11,Nov,5,2011,30000,12/23/1984,40,Adults (36 - 45),Male,Human Resources,Kaduna,Average
Stf977140,Foss Asquez,11/6/2011,11,Nov,6,2011,75000,12/22/1991,33,Adults (36 - 45),Male,Safety,Kaduna,Not Rated
Stf828873,Gilda Richen,11/7/2011,11,Nov,7,2011,95000,12/18/1989,35,Adults (36 - 45),Female,Safety,Abuja,Poor
Stf813610,Antonino Forsdicke,11/8/2011,11,Nov,8,2011,4000,12/23/1984,40,Adults (36 - 45),Male,Product,Abuja,Average
Stf795635,Jobie Basili,11/9/2011,11,Nov,9,2011,89000,12/19/1982,42,Adults (36 - 45),Female,Sales,Kaduna,Good
Stf796174,Everard Borer,11/10/2011,11,Nov,10,2011,57000,12/22/1991,33,Adults (36 - 45),Female,Marketing,Abuja,Average
Stf832989,Anni Izzard,11/11/2011,11,Nov,11,2011,75000,12/27/1970,54,Middle Age (46 - 55),Male,Human Resources,Abuja,Good
Stf988498,Bebe Pollicott,11/12/2011,11,Nov,12,2011,37000,12/21/1992,32,Adults (36 - 45),Female,Legal,Kaduna,Average
Stf665780,Julian Andrassy,11/13/2011,11,Nov,13,2011,18000,12/20/1997,27,Adults (36 - 45),Female,Marketing,Lagos,Poor
Stf716845,Shell O'Griffin,11/14/2011,11,Nov,14,2011,6000,12/22/1990,34,Adults (36 - 45),Female,Sales,Lagos,Average
Stf652548,Dionne Garrish,11/15/2011,11,Nov,15,2011,12000,12/19/1970,54,Middle Age (46 - 55),Female,Engineering,Abuja,Good
Stf468515,Gilles Jaquet,11/16/2011,11,Nov,16,2011,91000,12/27/1971,53,Middle Age (46 - 55),Female,Finance,Kaduna,Good
Stf646461,Alexis Gotfrey,11/17/2011,11,Nov,17,2011,48000,12/19/1970,54,Middle Age (46 - 55),Male,Engineering,Lagos,Very Good
Stf415277,Xavier Filipic,11/18/2011,11,Nov,18,2011,99000,12/24/1982,42,Adults (36 - 45),Female,Marketing,Kaduna,Good
Stf881252,Liane Bedburrow,11/19/2011,11,Nov,19,2011,98000,12/20/1997,27,Adults (36 - 45),Female,Training,Abuja,Average
Stf961814,Meara Darrington,11/20/2011,11,Nov,20,2011,73000,12/22/1990,34,Adults (36 - 45),Male,Engineering,Abuja,Poor
Stf382160,Genevra Friday,11/21/2011,11,Nov,21,2011,24000,12/24/1981,43,Adults (36 - 45),Female,Sales,Lagos,Average
Stf819155,Penni Patemore,11/22/2011,11,Nov,22,2011,62000,12/23/1985,39,Adults (36 - 45),Male,Cxc,Kaduna,Average
Stf101865,Yanaton Wooster,11/23/2011,11,Nov,23,2011,16000,12/25/1976,48,Middle Age (46 - 55),Male,Marketing,Abuja,Average
Stf703113,Hedvige Stelfox,11/24/2011,11,Nov,24,2011,19000,12/26/1974,50,Middle Age (46 - 55),Female,Human Resources,Abuja,Average
Stf881423,Tammy Backson,11/25/2011,11,Nov,25,2011,54000,12/19/1982,42,Adults (36 - 45),Female,Marketing,Abuja,Average
Stf957726,Inger Chapelhow,11/26/2011,11,Nov,26,2011,26000,12/23/1986,38,Adults (36 - 45),Female,Sales,Lagos,Average
Stf736211,Arty Duigan,11/27/2011,11,Nov,27,2011,89000,12/25/1977,47,Middle Age (46 - 55),Male,Legal,Abuja,Very Good
Stf303691,Nani Brockley,11/28/2011,11,Nov,28,2011,41000,12/18/1989,35,Adults (36 - 45),Male,Product,Abuja,Good
Stf466857,Curtice Advani,11/29/2011,11,Nov,29,2011,61000,12/24/1981,43,Adults (36 - 45),Male,Product,Lagos,Average
Stf211802,Leela Eckart,11/30/2011,11,Nov,30,2011,71000,12/21/1995,29,Adults (36 - 45),Male,Legal,Kaduna,Average
Stf495181,Krystal Lambswood,12/1/2011,12,Dec,1,2011,27000,12/19/1982,42,Adults (36 - 45),Female,Training,Kaduna,Poor
Stf501390,Cristal Demangeot,12/2/2011,12,Dec,2,2011,75000,12/25/1977,47,Middle Age (46 - 55),Female,Sales,Kaduna,Poor
Stf625132,Jori Ashleigh,12/3/2011,12,Dec,3,2011,31000,12/20/1998,26,Adults (36 - 45),Male,Legal,Abuja,Average
Stf563756,Leslie Baruch,12/4/2011,12,Dec,4,2011,80000,12/22/1990,34,Adults (36 - 45),Female,Finance,Kaduna,Very Good
Stf928725,Helene Bouts,12/5/2011,12,Dec,5,2011,81000,12/23/1984,40,Adults (36 - 45),Male,Sales,Lagos,Good
Stf810613,Eleni O'Quin,12/6/2011,12,Dec,6,2011,36000,12/23/1984,40,Adults (36 - 45),Male,Legal,Lagos,Average
Stf156980,Alic Bagg,12/7/2011,12,Dec,7,2011,65000,12/27/1971,53,Middle Age (46 - 55),Male,Legal,Kaduna,Average
Stf747522,Maible Azemar,12/8/2011,12,Dec,8,2011,86000,12/27/1971,53,Middle Age (46 - 55),Male,Finance,Kaduna,Average
Stf675857,Abran Danielsky,12/9/2011,12,Dec,9,2011,88000,12/22/1988,36,Adults (36 - 45),Female,Engineering,Kaduna,Average
Stf872328,Halette Yesenev,12/10/2011,12,Dec,10,2011,65000,12/26/1972,52,Middle Age (46 - 55),Male,Cxc,Kaduna,Average
Stf127196,Cleveland Pottiphar,12/11/2011,12,Dec,11,2011,29000,12/25/1976,48,Middle Age (46 - 55),Female,Marketing,Lagos,Very Good
Stf298600,Osborn Pawle,12/12/2011,12,Dec,12,2011,24000,12/23/1987,37,Adults (36 - 45),Male,Training,Abuja,Average
Stf414653,Chas Happel,12/13/2011,12,Dec,13,2011,28000,12/25/1976,48,Middle Age (46 - 55),Female,Cxc,Kaduna,Very Poor
Stf904065,Roth Bourget,12/14/2011,12,Dec,14,2011,80000,12/18/1989,35,Adults (36 - 45),Male,Cxc,Kaduna,Average
Stf714638,Maisie Shotboulte,12/15/2011,12,Dec,15,2011,100000,12/26/1974,50,Middle Age (46 - 55),Female,Marketing,Abuja,Very Good
Stf904049,Felita Whitloe,12/16/2011,12,Dec,16,2011,83000,12/22/1991,33,Adults (36 - 45),Male,Training,Kaduna,Good
Stf612252,Cindi McDuffy,12/17/2011,12,Dec,17,2011,67000,12/23/1987,37,Adults (36 - 45),Female,Cxc,Abuja,Very Poor
Stf349914,Murry Dryburgh,12/18/2011,12,Dec,18,2011,24000,12/19/1970,54,Middle Age (46 - 55),Male,Sales,Abuja,Average
Stf762226,Dorise Labat,12/19/2011,12,Dec,19,2011,22000,12/19/1982,42,Adults (36 - 45),Male,Business Development,Kaduna,Average
Stf552493,Hephzibah Summerell,12/20/2011,12,Dec,20,2011,51000,12/24/1983,41,Adults (36 - 45),Female,Cxc,Abuja,Average
Stf174855,Alyosha Riquet,12/21/2011,12,Dec,21,2011,12000,12/18/1989,35,Adults (36 - 45),Male,Legal,Abuja,Very Good
Stf130530,Maximo Ungerecht,12/22/2011,12,Dec,22,2011,19000,12/21/1994,30,Adults (36 - 45),Male,Safety,Lagos,Average
Stf926941,Lezlie Balmann,12/23/2011,12,Dec,23,2011,52000,12/23/1984,40,Adults (36 - 45),Male,Product,Kaduna,Poor
Stf284117,Benny Karolovsky,12/24/2011,12,Dec,24,2011,67000,12/23/1986,38,Adults (36 - 45),Other,Human Resources,Abuja,Average
Stf497726,Gretchen Callow,12/25/2011,12,Dec,25,2011,58000,12/26/1973,51,Middle Age (46 - 55),Female,Training,Kaduna,Average
Stf393130,Candace Hanlon,12/26/2011,12,Dec,26,2011,12000,12/21/1995,29,Adults (36 - 45),Male,Safety,Lagos,Average
Stf529830,Oby Sorrel,12/27/2011,12,Dec,27,2011,11000,12/20/1996,28,Adults (36 - 45),Female,Safety,Kaduna,Average
Stf140670,Cecilia Marshalleck,12/28/2011,12,Dec,28,2011,74000,12/21/1992,32,Adults (36 - 45),Female,Marketing,Abuja,Not Rated
Stf515190,Antonetta Coggeshall,12/29/2011,12,Dec,29,2011,39000,12/26/1974,50,Middle Age (46 - 55),Male,Sales,Kaduna,Average
Stf961494,Purcell Le Pine,12/30/2011,12,Dec,30,2011,26000,12/27/1970,54,Middle Age (46 - 55),Other,Legal,Kaduna,Good
Stf705999,Archibald Dyzart,12/31/2011,12,Dec,31,2011,33000,12/18/1989,35,Adults (36 - 45),Male,Product,Abuja,Average
Stf515461,Lil Ibberson,1/1/2012,1,Jan,1,2012,65000,12/25/1976,48,Middle Age (46 - 55),Male,Business Development,Kaduna,Good
Stf750637,Karita Vasyanin,1/2/2012,1,Jan,2,2012,79000,12/26/1972,52,Middle Age (46 - 55),Male,Legal,Lagos,Average
Stf885963,Joaquin McVitty,1/3/2012,1,Jan,3,2012,11000,12/25/1979,45,Middle Age (46 - 55),Male,Sales,Lagos,Good
Stf354618,Collen Dunbleton,1/4/2012,1,Jan,4,2012,19000,12/18/1989,35,Adults (36 - 45),Male,Engineering,Abuja,Poor
Stf803364,Alysa Wankling,1/5/2012,1,Jan,5,2012,34000,12/20/1999,25,Adults (36 - 45),Other,Legal,Lagos,Good
Stf166518,Ardella Dyment,1/6/2012,1,Jan,6,2012,40000,12/22/1991,33,Adults (36 - 45),Female,Business Development,Kaduna,Good
Stf693440,Ryun Fasset,1/7/2012,1,Jan,7,2012,96000,12/20/1999,25,Adults (36 - 45),Male,Not Specified,Kaduna,Very Good
Stf188919,Rodina Drinan,1/8/2012,1,Jan,8,2012,81000,12/17/1988,36,Adults (36 - 45),Female,Sales,Abuja,Good
Stf750815,Louise Lamming,1/9/2012,1,Jan,9,2012,29000,12/22/1990,34,Adults (36 - 45),Female,Sales,Abuja,Poor
Stf214346,Marga Lorenzo,1/10/2012,1,Jan,10,2012,73000,12/25/1979,45,Middle Age (46 - 55),Female,Legal,Abuja,Good
Stf137394,Alvie Keming,1/11/2012,1,Jan,11,2012,32000,12/24/1983,41,Adults (36 - 45),Female,Legal,Kaduna,Poor
Stf486199,Sheff Gerdts,1/12/2012,1,Jan,12,2012,96000,12/27/1970,54,Middle Age (46 - 55),Male,Business Development,Abuja,Average
Stf905811,Josie Barnson,1/13/2012,1,Jan,13,2012,97000,12/19/1982,42,Adults (36 - 45),Female,Training,Kaduna,Very Good
Stf784697,Petey Probey,1/14/2012,1,Jan,14,2012,69000,12/24/1980,44,Adults (36 - 45),Male,Cxc,Kaduna,Poor
Stf447854,Shelbi Aldin,1/15/2012,1,Jan,15,2012,51000,12/20/1999,25,Adults (36 - 45),Female,Sales,Abuja,Poor
Stf637813,Estell Kingsland,1/16/2012,1,Jan,16,2012,57000,12/24/1980,44,Adults (36 - 45),Male,Sales,Kaduna,Average
Stf367913,Lea Chaplin,1/17/2012,1,Jan,17,2012,37000,12/22/1988,36,Adults (36 - 45),Female,Human Resources,Kaduna,Poor
Stf657211,Onofredo Hassan,1/18/2012,1,Jan,18,2012,9000,12/19/1970,54,Middle Age (46 - 55),Male,Product,Kaduna,Average
Stf281411,Hyacinthie Braybrooke,1/19/2012,1,Jan,19,2012,8000,12/27/1971,53,Middle Age (46 - 55),Female,Safety,Abuja,Average
Stf499182,Agnes Collicott,1/20/2012,1,Jan,20,2012,18000,12/20/1997,27,Adults (36 - 45),Female,Sales,Abuja,Average
Stf838244,Margarete Blasing,1/21/2012,1,Jan,21,2012,51000,12/20/1998,26,Adults (36 - 45),Male,Safety,Kaduna,Not Rated
Stf650587,Patience Noot,1/22/2012,1,Jan,22,2012,9000,12/22/1990,34,Adults (36 - 45),Female,Business Development,Abuja,Average
Stf671219,Charmane Heistermann,1/23/2012,1,Jan,23,2012,37000,12/25/1978,46,Middle Age (46 - 55),Female,Business Development,Kaduna,Average
Stf839789,Jamal Beagen,1/24/2012,1,Jan,24,2012,49000,12/21/1992,32,Adults (36 - 45),Female,Safety,Kaduna,Average
Stf769490,Brigid Jeffrey,1/25/2012,1,Jan,25,2012,92000,12/24/1980,44,Adults (36 - 45),Female,Safety,Kaduna,Good
Stf472591,Nelli Schoolfield,1/26/2012,1,Jan,26,2012,79000,12/26/1974,50,Middle Age (46 - 55),Female,Engineering,Kaduna,Average
Stf976995,Abigael Basire,1/27/2012,1,Jan,27,2012,98000,12/21/1994,30,Adults (36 - 45),Male,Engineering,Abuja,Average
Stf193178,Anjanette Ferre,1/28/2012,1,Jan,28,2012,83000,12/18/1989,35,Adults (36 - 45),Other,Human Resources,Abuja,Average
Stf315898,Mackenzie Hannis,1/29/2012,1,Jan,29,2012,14000,12/27/1969,55,Middle Age (46 - 55),Female,Training,Abuja,Very Poor
Stf970048,Ambros Murthwaite,1/30/2012,1,Jan,30,2012,65000,12/19/1970,54,Middle Age (46 - 55),Male,Sales,Lagos,Average
Stf235020,Lek Scamaden,1/31/2012,1,Jan,31,2012,27000,12/22/1991,33,Adults (36 - 45),Female,Training,Abuja,Good
Stf706956,Jehu Rudeforth,2/1/2012,2,Feb,1,2012,68000,12/27/1969,55,Middle Age (46 - 55),Female,Engineering,Abuja,Average
Stf883280,Bert Yaakov,2/2/2012,2,Feb,2,2012,22000,12/23/1987,37,Adults (36 - 45),Male,Sales,Kaduna,Poor
Stf978847,Bordy Yatman,2/3/2012,2,Feb,3,2012,3000,12/18/1989,35,Adults (36 - 45),Female,Product,Lagos,Good
Stf308133,Georgie Caress,2/4/2012,2,Feb,4,2012,86000,12/20/1996,28,Adults (36 - 45),Male,Marketing,Abuja,Average
Stf492795,Krysta Elacoate,2/5/2012,2,Feb,5,2012,16000,12/18/1989,35,Adults (36 - 45),Male,Human Resources,Kaduna,Average
Stf179008,Jolynn Lumbley,2/6/2012,2,Feb,6,2012,25000,12/25/1978,46,Middle Age (46 - 55),Other,Sales,Abuja,Average
Stf473939,Gwendolyn Chrippes,2/7/2012,2,Feb,7,2012,68000,12/27/1970,54,Middle Age (46 - 55),Male,Engineering,Abuja,Good
Stf935740,Blythe Clipston,2/8/2012,2,Feb,8,2012,15000,12/22/1988,36,Adults (36 - 45),Female,Human Resources,Kaduna,Average
